LIBELLE_CLIENT;CODE_PRODUIT;SUPPORT;CODEISIN;LIBELLE_VALEUR;SENS;QUANTITE;QUANTITE_MNT;LIBDEV;DATE_EXEC;COURS_EXEC;TX_CONV_RGLT;MNT_BRUT_EUR;MNT_NET_EUR;CC;FRAIS_TRANSAC_TTC_EUR;COM_CIC_RL_HT
FCP HUGAU MONETERME;OBE;OBL;XS1549372420;HEIDELBERGC LUX 0,5%17-190121;A;3000.0;3000000.0;EUR;2020-03-12;100.161;1.0;3007207.05;3007650.61;2377.05;443.56;37.59
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;124.0;;;2020-03-13;189951.67;1.0;23554007.08;23553992.08;;;15.0
FCP HUGAU MONETERME;OBF;TCN;FR0126137035;ALTRAN NCP PRE-CPTE   16062020;A;10000000.0;10000000.0;EUR;2020-03-12;0.99868229;1.0;9986822.9;9986847.9;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;XS1458408306;GLDM SACHS GRP TV16-270721;A;4200.0;4200000.0;EUR;2020-03-13;99.926;1.0;4200473.68;4201093.24;3581.68;619.56;52.5
FCP HUGAU MONETERME;OBE;OBL;FR0013260486;RCI BANQUE TV17-140322;A;3500.0;3500000.0;EUR;2020-03-12;99.3;1.0;3475500.0;3477648.0;;2148.0;60.0
FCP HUGAU MONETERME;OBE;OBL;IT0004960669;INTESA SANPAOLO 5%13-171020;A;10.0;1000000.0;EUR;2020-03-16;100.9;1.0;205980.32;206075.86;4180.32;95.54;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1664643746;BAT CAPITAL TV17-160821 EMTN;A;1600.0;1600000.0;EUR;2020-03-16;98.539;1.0;1576742.67;1576972.18;118.67;229.51;35.0
FCP HUGAU MONETERME;OBE;OBL;FR0011731876;ACCOR 2,625%14-050221;A;10.0;1000000.0;EUR;2020-03-16;101.153;1.0;1014542.3;1014687.47;3012.3;145.17;35.0
FCP HUGAU MONETERME;OBE;OBL;XS2099993235;SANTANDER CONSUM FI TV20-0721;A;50.0;5000000.0;EUR;2020-03-16;98.1;1.0;4906983.33;4907707.37;1983.33;724.04;60.0
FCP HUGAU MONETERME;OBE;OBL;IT0004645542;MEDIOBANCA-BCA 5%10-151120;A;1000.0;1000000.0;EUR;2020-03-16;100.75;1.0;1024439.89;1024586.55;16939.89;146.66;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1492457236;MYLAN 1,25%16-231120;A;5000.0;5000000.0;EUR;2020-03-17;99.9;1.0;5014979.51;5015719.75;19979.51;740.24;60.0
FCP HUGAU MONETERME;OBE;OBL;XS0995040051;ANGLO AMER CAPITAL 2,875%13-20;A;1466.0;1466000.0;EUR;2020-03-17;101.2;1.0;1497410.85;1497628.45;13818.85;217.6;35.0
FCP HUGAU MONETERME;OBE;OBL;XS2093769383;SANTANDER CONSUM FI TV19-1221;A;50.0;5000000.0;EUR;2020-03-16;97.6;1.0;4880023.89;4880743.89;23.89;720.0;60.0
FCP HUGAU MONETERME;OBE;OBL;IT0004960669;INTESA SANPAOLO 5%13-171020;A;10.0;1000000.0;EUR;2020-03-17;100.89;1.0;205987.66;206083.19;4207.66;95.53;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;50.0;;;2020-03-18;189941.52;1.0;9497076.0;9497061.0;;;15.0
FCP HUGAU MONETERME;OPF;FCP3;FR0010611335;PALATINE MOMA I FCP 3DEC;V;240.0;;;2020-03-18;32171.263;1.0;7721103.12;7721088.12;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;340.0;;;2020-03-18;106979.9;1.0;36373166.0;36373151.0;;;15.0
FCP HUGAU MONETERME;OBE;OBL;IT0004960669;INTESA SANPAOLO 5%13-171020;A;10.0;1000000.0;EUR;2020-03-16;100.9;1.0;205980.32;206075.86;4180.32;95.54;35.0
FCP HUGAU MONETERME;OBE;OBL;FR0013444841;SG TV19-060921;A;30.0;3000000.0;EUR;2020-03-20;98.775;1.0;2963522.99;2963960.1;272.99;437.11;37.04
FCP HUGAU MONETERME;OBE;OBL;FR0013066669;HAVAS 1,875%15-081220;A;42.0;4200000.0;EUR;2020-03-19;99.15;1.0;4187107.38;4187724.96;22807.38;617.58;52.33
FCP HUGAU MONETERME;OBE;OBL;FR0013260486;RCI BANQUE TV17-140322;A;300.0;300000.0;EUR;2020-03-20;97.54;1.0;292632.07;292667.07;12.07;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1048568452;FIAT CHRYSLER 4,75%14-220321;A;100.0;100000.0;EUR;2020-03-20;99.04;1.0;99066.03;99101.03;26.03;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0548803757;BFCM 4%10-22102020;A;28.0;1400000.0;EUR;2020-03-20;101.77;1.0;1448342.84;1448553.09;23562.84;210.25;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1549372420;HEIDELBERGC LUX 0,5%17-190121;A;2000.0;2000000.0;EUR;2020-03-20;99.7;1.0;1995803.28;1996095.64;1803.28;292.36;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0995040051;ANGLO AMER CAPITAL 2,875%13-20;A;200.0;200000.0;EUR;2020-03-20;99.93;1.0;201823.8;201858.8;1963.8;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1300465926;CAMPARI 2,75%15-300920;A;1059.0;1059000.0;EUR;2020-03-20;100.05;1.0;1073533.76;1073687.79;14004.26;154.03;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1038646078;GAZ CAPITAL 3,6%14-260221;A;1000.0;1000000.0;EUR;2020-03-20;100.5;1.0;1007655.74;1007799.88;2655.74;144.14;35.0
FCP HUGAU MONETERME;OBE;OBL;US40429CGD83;HSBC FINANCE 10/21;A;100.0;100000.0;USD;2020-03-20;99.17;1.0713;93764.18;93799.18;1194.41;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;US87938WAP86;TELEFONICA EM. 2021;A;2000.0;2000000.0;USD;2020-03-20;99.182;1.0713;1862382.98;1862655.33;10763.46;272.35;35.0
FCP HUGAU MONETERME;OBE;OBL;DE000CB83CF0;COMMERZBANK 7,75%11-160321 774;A;1.0;100000.0;EUR;2020-03-20;102.353;1.0;102522.86;102557.86;169.86;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1458408306;GLDM SACHS GRP TV16-270721;A;1400.0;1400000.0;EUR;2020-03-23;97.785;1.0;1370374.91;1370573.46;1384.91;198.55;35.0
FCP HUGAU MONETERME;OBE;OBL;FR0013444841;SG TV19-060921;A;20.0;2000000.0;EUR;2020-03-19;98.75;1.0;1975171.89;1975461.16;171.89;289.27;35.0
FCP HUGAU MONETERME;OBE;OBL;BE0002206721;BEKAERT 4,75%13-171020;A;369.0;369000.0;EUR;2020-03-23;100.98;1.0;380278.5;380328.54;7662.3;50.04;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1300465926;CAMPARI 2,75%15-300920;A;1000.0;1000000.0;EUR;2020-03-19;100.0;1.0;1013148.91;1013293.88;13148.91;144.97;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1549372420;HEIDELBERGC LUX 0,5%17-190121;A;2000.0;2000000.0;EUR;2020-03-23;99.65;1.0;1994830.6;1995122.82;1830.6;292.22;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1040508167;IMPER.BRANDS FIN.14/21MTN;A;1000.0;1000000.0;EUR;2020-03-25;100.737;1.0;1009214.26;1009358.64;1844.26;144.38;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0548803757;BFCM 4%10-22102020;A;35.0;1750000.0;EUR;2020-03-25;101.0;1.0;1797527.32;1797789.95;30027.32;262.63;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0544654162;NORDEA BANK 4%10-290321 EMTN;A;1600.0;1600000.0;EUR;2020-03-25;102.5;1.0;1703650.27;1703898.81;63650.27;248.54;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0122028904;AXA 7 1/8%00-20;A;1800.0;1800000.0;GBP;2020-03-24;103.0;0.926;2041016.47;2041051.47;38856.64;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0122028904;AXA 7 1/8%00-20;A;2000.0;2000000.0;GBP;2020-03-24;103.0;0.926;2267796.08;2268129.24;43174.05;333.16;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005056541;ITALIE TV14-151220;V;5000.0;5000000.0;EUR;2020-03-26;99.953;1.0;5004422.0;5004362.0;6772.0;60.0;60.0
FCP HUGAU MONETERME;OBE;OBL;FR0013482809;LVMH TV20-110222;A;20.0;2000000.0;EUR;2020-03-25;99.005;1.0;1980100.0;1980390.01;;290.01;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1382378690;BP CAPITAL MARKETS 3,161%16-21;A;2000.0;2000000.0;USD;2020-03-25;99.9;1.0813;1849399.9;1849670.3;1624.07;270.4;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0907289978;TELEF.EM.3,961%13-260321 MTN;A;16.0;1600000.0;EUR;2020-03-24;103.2;1.0;1651200.0;1651440.68;;240.68;35.0
FCP HUGAU MONETERME;OBE;OBL;US87938WAP86;TELEFONICA EM. 2021;A;950.0;950000.0;USD;2020-03-26;101.333;1.0959;884209.77;884335.39;5787.02;125.62;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1382378690;BP CAPITAL MARKETS 3,161%16-21;A;850.0;850000.0;USD;2020-03-26;100.02;1.0959;776658.68;776768.18;885.35;109.5;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1843449981;TAKEDA PHARMA.18/20 REGS;A;2000.0;2000000.0;EUR;2020-03-26;99.693;1.0;1996523.93;1996816.4;2663.93;292.47;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1040508167;IMPER.BRANDS FIN.14/21MTN;A;1000.0;1000000.0;EUR;2020-03-27;100.7;1.0;1009090.15;1009234.51;2090.15;144.36;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0906792105;THALES 13-2,25%190321 EMTN;A;3.0;300000.0;EUR;2020-03-27;101.713;1.0;305360.92;305399.72;221.92;38.8;35.0
FCP HUGAU MONETERME;OBE;OBL;DE000CB83CF0;COMMERZBANK 7,75%11-160321 774;A;20.0;2000000.0;EUR;2020-03-30;101.03;1.0;2027394.52;2027691.62;6794.52;297.1;35.0
FCP HUGAU MONETERME;OBE;OBL;FR0013260486;RCI BANQUE TV17-140322;A;700.0;700000.0;EUR;2020-04-03;96.181;1.0;673344.43;673379.43;77.43;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0544654162;NORDEA BANK 4%10-290321 EMTN;A;1400.0;1400000.0;EUR;2020-04-03;102.25;1.0;1432880.82;1433088.75;1380.82;207.93;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0894202968;URW 2,375%13-250221 EMTN;A;1000.0;1000000.0;EUR;2020-04-03;101.25;1.0;1015225.41;1015370.69;2725.41;145.28;35.0
FCP HUGAU MONETERME;OBE;OBL;FR0012300820;APRR 1,125%14-150121 EMTN;A;15.0;1500000.0;EUR;2020-04-03;100.05;1.0;1504576.84;1504795.52;3826.84;218.68;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1843449981;TAKEDA PHARMA.18/20 REGS;A;1000.0;1000000.0;EUR;2020-04-06;99.6;1.0;997424.18;997566.78;1424.18;142.6;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1843449981;TAKEDA PHARMA.18/20 REGS;A;2000.0;2000000.0;EUR;2020-04-06;99.6;1.0;1994848.36;1994883.36;2848.36;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;USF2893TAN66;ELEC.DE FRANCE 15/20 REGS;A;2300.0;2300000.0;USD;2020-04-06;100.13;1.0801;2156526.53;2156843.0;24325.81;316.47;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;320.0;;;2020-04-07;106959.3;1.0;34226976.0;34226991.0;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS0894202968;URW 2,375%13-250221 EMTN;A;2000.0;2000000.0;EUR;2020-04-06;101.3;1.0;2031580.6;2031878.33;5580.6;297.73;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;200.0;;;2020-04-07;189907.63;1.0;37981526.0;37981541.0;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS0522407351;BAT INTL 4%10-070720 EMTN;A;1400.0;1400000.0;EUR;2020-04-07;100.75;1.0;1452882.51;1453093.44;42382.51;210.93;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1831163396;INDUSTRIAL BANK TV18-140621;A;2300.0;2300000.0;EUR;2020-04-07;99.5;1.0;2288516.87;2288853.14;16.87;336.27;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1040508167;IMPER.BRANDS FIN.14/21MTN;A;2000.0;2000000.0;EUR;2020-04-07;100.618;1.0;2017646.89;2017942.53;5286.89;295.64;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1757442071;LEASEPLAN TV18-250121;A;2000.0;2000000.0;EUR;2020-04-06;98.3;1.0;1966468.67;1966756.63;468.67;287.96;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1050547857;MORGAN STANLEY 2,375%14-0321;A;5000.0;5000000.0;EUR;2020-04-07;101.3;1.0;5067928.08;5068676.27;2928.08;748.19;60.0
FCP HUGAU MONETERME;OBE;OBL;XS1383510259;FCA BANK IR 1,25%16-230920;A;2256.0;2256000.0;EUR;2020-04-07;99.75;1.0;2265692.79;2266025.64;15332.79;332.85;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0985874543;HEIDELBERGC LUX 3,25%13-1020;A;1400.0;1400000.0;EUR;2020-04-06;101.2;1.0;1437906.94;1437941.94;21106.94;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1664643746;BAT CAPITAL TV17-160821 EMTN;A;2000.0;2000000.0;EUR;2020-04-07;98.77;1.0;1975657.11;1975946.45;257.11;289.34;35.0
FCP HUGAU MONETERME;OBF;OBL;FR0013241130;BPCE TV17-090322 EMTN;A;14.0;1400000.0;EUR;2020-04-06;98.44;1.0;1378837.83;1379037.65;677.83;199.82;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1604200904;LEASEPLAN TV17-041120;A;2000.0;2000000.0;EUR;2020-04-07;99.225;1.0;1984958.61;1985249.34;458.61;290.73;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005087116;UNICREDIT TV15-030525;A;500.0;5000000.0;EUR;2020-04-08;99.98;1.0;5022193.34;5024341.34;23193.34;2148.0;60.0
FCP HUGAU MONETERME;OBE;OBL;XS1619284372;MYLAN TV17-240520;A;2000.0;2000000.0;EUR;2020-04-08;99.85;1.0;1997250.0;1997285.0;250.0;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0563742138;ICBC (ASIA) 5,125%10-301120 1;A;1000.0;1000000.0;USD;2020-04-07;101.718;1.0879;951874.79;952010.57;16880.76;135.78;35.0
FCP HUGAU MONETERME;OBE;OBL;FR0013241130;BPCE TV17-090322 EMTN;A;10.0;1000000.0;EUR;2020-04-08;98.9;1.0;989581.0;989722.43;581.0;141.43;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005087116;UNICREDIT TV15-030525;A;500.0;5000000.0;EUR;2020-04-08;99.98;1.0;5022193.34;5024341.34;23193.34;2148.0;60.0
FCP HUGAU MONETERME;OBE;OBL;IT0005087116;UNICREDIT TV15-030525;A;500.0;5000000.0;EUR;2020-04-09;100.0;1.0;5023520.0;5023580.0;23520.0;60.0;60.0
FCP HUGAU MONETERME;OBE;OBL;US05946KAD37;BBVA 3%15-201020;A;2000.0;2000000.0;USD;2020-04-09;100.348;1.086;1874732.97;1875007.18;26703.5;274.21;35.0
FCP HUGAU MONETERME;OBF;OBL;FR0011703776;BUREAU VERITAS 3,125%14-210121;A;3.0;300000.0;EUR;2020-04-08;101.25;1.0;305901.64;305940.52;2151.64;38.88;35.0
FCP HUGAU MONETERME;OBE;OBL;US05946KAD37;BBVA 3%15-201020;A;1190.0;1190000.0;USD;2020-04-09;100.47;1.086;1116802.95;1116837.95;15888.58;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005087116;UNICREDIT TV15-030525;A;500.0;5000000.0;EUR;2020-04-08;99.98;1.0;5022193.34;5022253.34;23193.34;60.0;60.0
FCP HUGAU MONETERME;OBE;OBL;XS1382378690;BP CAPITAL MARKETS 3,161%16-21;A;2000.0;2000000.0;USD;2020-04-09;101.16;1.086;1867349.45;1867384.45;4366.02;35.0;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126134206;CGP    NCP07052020;A;10000000.0;10000000.0;EUR;2020-04-08;0.99961126;1.0;9996112.6;9996137.6;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;XS1382378690;BP CAPITAL MARKETS 3,161%16-21;A;2000.0;2000000.0;USD;2020-04-08;100.97;1.0873;1861460.4;1861732.62;4199.29;272.22;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0554819465;URW 3,875%10-051120 EMTN;A;2100.0;2100000.0;EUR;2020-04-14;101.85;1.0;2175090.78;2175410.04;36240.78;319.26;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1594368539;BBVA 17/22 FLR MTN;A;10.0;1000000.0;EUR;2020-04-14;98.695;1.0;986969.22;987110.26;19.22;141.04;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0548803757;BFCM 4%10-22102020;A;40.0;2000000.0;EUR;2020-04-14;101.6;1.0;2070688.52;2070992.12;38688.52;303.6;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1642546078;VOLKSWAGEN LEASING TV17-0721;A;20.0;2000000.0;EUR;2020-04-15;98.42;1.0;1968469.67;1968757.93;69.67;288.26;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1383510259;FCA BANK IR 1,25%16-230920;A;1300.0;1300000.0;EUR;2020-04-15;99.998;1.0;1309164.57;1309199.57;9190.57;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1511787407;MORGAN STANLEY 16/22FLRG;A;2000.0;2000000.0;EUR;2020-04-15;99.02;1.0;1981813.0;1982103.26;1413.0;290.26;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1492457236;MYLAN 1,25%16-231120;A;2000.0;2000000.0;EUR;2020-04-15;100.15;1.0;2012972.68;2013267.62;9972.68;294.94;35.0
FCP HUGAU MONETERME;OBE;OBL;DE000DB7XJC7;DEUTSCHE BANK TV14-21 EMTN;A;20.0;2000000.0;EUR;2020-04-14;96.65;1.0;1933363.83;1933646.83;363.83;283.0;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;100.0;;;2020-04-17;106948.58;1.0;10694858.0;10694873.0;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;41.0;;;2020-04-17;189889.49;1.0;7785469.09;7785484.09;;;15.0
FCP HUGAU MONETERME;OBE;OBL;FR0013241130;BPCE TV17-090322 EMTN;A;20.0;2000000.0;EUR;2020-04-16;99.5;1.0;1991355.67;1991647.36;1355.67;291.69;35.0
FCP HUGAU MONETERME;OBE;OBL;FR0011912872;INGENICO 2,5%14-200521;A;10.0;1000000.0;EUR;2020-04-20;101.1;1.0;1034087.43;1034235.54;23087.43;148.11;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126134602;CGP    NCP PRE-CPTE   30042020;A;10000000.0;10000000.0;EUR;2020-04-20;0.99988751;1.0;9998875.1;9998900.1;;25.0;25.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;25.0;;;2020-04-20;189885.28;1.0;4747132.0;4747117.0;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;50.0;;;2020-04-20;106946.06;1.0;5347303.0;5347288.0;;;15.0
FCP HUGAU MONETERME;OBE;OBL;FR0010327007;COFIROUTE 5%06-240521;A;10.0;500000.0;EUR;2020-04-20;104.469;1.0;545159.21;545233.98;22814.21;74.77;35.0
FCP HUGAU MONETERME;OBE;OBL;FR0013482809;LVMH TV20-110222;A;10.0;1000000.0;EUR;2020-04-21;99.087;1.0;990870.0;991011.62;;141.62;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0618847775;UNICREDIT 6,125%11-190421 EMTN;A;1000.0;1000000.0;EUR;2020-04-21;102.47;1.0;1025371.23;1025518.03;671.23;146.8;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005056541;ITALIE TV14-151220;A;15000.0;15000000.0;EUR;2020-04-21;100.03;1.0;15029416.67;15029476.67;24916.67;60.0;60.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;24.0;;;2020-04-22;189881.9;1.0;4557165.6;4557150.6;;;15.0
FCP HUGAU MONETERME;OBF;OBL;FR0011731876;ACCOR 2,625%14-050221;A;11.0;1100000.0;EUR;2020-04-20;99.8;1.0;1103874.8;1104033.38;6074.8;158.58;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;27.0;;;2020-04-23;106943.54;1.0;2887475.58;2887460.58;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;22.0;;;2020-04-24;189879.11;1.0;4177340.42;4177355.42;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;15.0;;;2020-04-27;189872.4;1.0;2848086.0;2848071.0;;;15.0
FCP HUGAU MONETERME;OBE;OBL;IT0005056541;ITALIE TV14-151220;V;9000.0;9000000.0;EUR;2020-04-28;100.09;1.0;9023855.0;9022513.42;15755.0;1341.58;60.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;17.0;;;2020-04-29;189876.9;1.0;3227907.3;3227892.3;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;30.0;;;2020-05-07;189863.37;1.0;5695901.1;5695916.1;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;80.0;;;2020-05-07;106934.79;1.0;8554783.2;8554798.2;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;20.0;;;2020-05-11;106929.71;1.0;2138594.2;2138579.2;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;23.0;;;2020-05-12;106928.62;1.0;2459358.26;2459343.26;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;36.0;;;2020-05-13;106927.35;1.0;3849384.6;3849369.6;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;9.0;;;2020-05-14;189847.59;1.0;1708628.31;1708613.31;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;22.0;;;2020-05-15;189845.34;1.0;4176597.48;4176582.48;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;33.0;;;2020-05-18;106922.19;1.0;3528432.27;3528417.27;;;15.0
FCP HUGAU MONETERME;OBE;OBL;IT0005056541;ITALIE TV14-151220;V;6000.0;6000000.0;EUR;2020-05-18;100.231;1.0;6025896.67;6025004.79;12036.67;891.88;60.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;23.0;;;2020-05-22;189831.22;1.0;4366118.06;4366103.06;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;76.0;;;2020-05-25;106914.93;1.0;8125534.68;8125549.68;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;40.0;;;2020-05-25;189825.35;1.0;7593014.0;7593029.0;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;94.0;;;2020-05-26;106913.67;1.0;10049884.98;10049869.98;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS1622630132;ALLERGAN FUND 0,5%17-010621 4Y;A;3152.0;3152000.0;EUR;2020-05-25;99.858;1.0;3163068.86;3163535.4;15544.7;466.54;39.53
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;22.0;;;2020-05-28;189818.63;1.0;4176009.86;4175994.86;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;110.0;;;2020-05-29;106909.88;1.0;11760086.8;11760101.8;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;51.0;;;2020-05-29;189816.38;1.0;9680635.38;9680650.38;;;15.0
FCP HUGAU MONETERME;OBE;OBL;FR0013444841;SG TV19-060921;V;50.0;5000000.0;EUR;2020-06-02;100.154;1.0;5009975.0;5009235.51;2275.0;739.49;60.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;7.0;;;2020-06-03;189807.58;1.0;1328653.06;1328638.06;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;13.0;;;2020-06-03;106905.3;1.0;1389768.9;1389753.9;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS1050547857;MORGAN STANLEY 2,375%14-0321;A;5000.0;5000000.0;EUR;2020-06-02;101.821;1.0;5112197.26;5112952.08;21147.26;754.82;60.0
